35 		 2.327782e-02 		 2.292207e-02 		 8.894012e-05 		 1.778755e-04 		 2.531639e-08
36 		 2.260780e-02 		 2.227209e-02 		 8.393014e-05 		 1.678561e-04 		 2.531639e-08
37 		 2.197528e-02 		 2.165796e-02 		 7.933186e-05 		 1.586599e-04 		 2.014167e-08
38 		 2.137718e-02 		 2.107678e-02 		 7.510138e-05 		 1.501994e-04 		 2.014167e-08
39 		 2.081077e-02 		 2.052597e-02 		 7.120049e-05 		 1.423979e-04 		 1.622411e-08
40 		 2.027360e-02 		 2.000323e-02 		 6.759582e-05 		 1.351889e-04 		 1.622411e-08
41 		 1.976347e-02 		 1.950644e-02 		 6.425813e-05 		 1.285138e-04 		 1.321438e-08
42 		 1.927837e-02 		 1.903373e-02 		 6.116168e-05 		 1.223211e-04 		 1.321438e-08
43 		 1.881652e-02 		 1.858339e-02 		 5.828377e-05 		 1.165655e-04 		 1.087132e-08
44 		 1.837628e-02 		 1.815387e-02 		 5.560432e-05 		 1.112068e-04 		 1.087132e-08
45 		 1.795617e-02 		 1.774375e-02 		 5.310548e-05 		 1.062093e-04 		 9.025311e-09
46 		 1.755483e-02 		 1.735175e-02 		 5.077137e-05 		 1.015412e-04 		 9.025311e-09
47 		 1.717105e-02 		 1.697670e-02 		 4.858784e-05 		 9.717427e-05 		 7.555026e-09
48 		 1.680368e-02 		 1.661752e-02 		 4.654220e-05 		 9.308311e-05 		 7.555026e-09
49 		 1.645171e-02 		 1.627322e-02 		 4.462309e-05 		 8.924498e-05 		 6.372318e-09
50 		 1.611417e-02 		 1.594289e-02 		 4.282027e-05 		 8.563943e-05 		 6.372318e-09
51 		 1.579021e-02 		 1.562572e-02 		 4.112454e-05 		 8.224806e-05 		 5.412252e-09
52 		 1.547902e-02 		 1.532091e-02 		 3.952758e-05 		 7.905421e-05 		 5.412252e-09
53 		 1.517985e-02 		 1.502777e-02 		 3.802186e-05 		 7.604286e-05 		 4.626375e-09
54 		 1.489203e-02 		 1.474563e-02 		 3.660057e-05 		 7.320034e-05 		 4.626375e-09
55 		 1.461492e-02 		 1.447390e-02 		 3.525752e-05 		 7.051429e-05 		 3.978100e-09
56 		 1.434794e-02 		 1.421199e-02 		 3.398705e-05 		 6.797341e-05 		 3.978100e-09
57 		 1.409053e-02 		 1.395940e-02 		 3.278404e-05 		 6.556743e-05 		 3.439502e-09
58 		 1.384220e-02 		 1.371563e-02 		 3.164378e-05 		 6.328697e-05 		 3.439502e-09
59 		 1.360247e-02 		 1.348022e-02 		 3.056200e-05 		 6.112345e-05 		 2.989048e-09
60 		 1.337090e-02 		 1.325276e-02 		 2.953476e-05 		 5.906900e-05 		 2.989048e-09
61 		 1.314709e-02 		 1.303285e-02 		 2.855845e-05 		 5.711642e-05 		 2.609982e-09
62 		 1.293064e-02 		 1.282012e-02 		 2.762977e-05 		 5.525908e-05 		 2.609982e-09
63 		 1.272120e-02 		 1.261422e-02 		 2.674566e-05 		 5.349088e-05 		 2.289146e-09
64 		 1.251844e-02 		 1.241483e-02 		 2.590331e-05 		 5.180622e-05 		 2.289146e-09
65 		 1.232205e-02 		 1.222165e-02 		 2.510014e-05 		 5.019991e-05 		 2.016129e-09
66 		 1.213172e-02 		 1.203438e-02 		 2.433376e-05 		 4.866716e-05 		 2.016129e-09
67 		 1.194718e-02 		 1.185277e-02 		 2.360195e-05 		 4.720356e-05 		 1.782627e-09
68 		 1.176817e-02 		 1.167656e-02 		 2.290266e-05 		 4.580500e-05 		 1.782627e-09
69 		 1.159444e-02 		 1.150551e-02 		 2.223399e-05 		 4.446769e-05 		 1.581973e-09
70 		 1.142577e-02 		 1.133939e-02 		 2.159419e-05 		 4.318810e-05 		 1.581973e-09
71 		 1.126194e-02 		 1.117801e-02 		 2.098161e-05 		 4.196296e-05 		 1.408772e-09
72 		 1.110274e-02 		 1.102116e-02 		 2.039473e-05 		 4.078922e-05 		 1.408772e-09
73 		 1.094797e-02 		 1.086864e-02 		 1.983214e-05 		 3.966404e-05 		 1.258640e-09
74 		 1.079746e-02 		 1.072029e-02 		 1.929251e-05 		 3.858479e-05 		 1.258640e-09
75 		 1.065104e-02 		 1.057594e-02 		 1.877460e-05 		 3.754900e-05 		 1.127985e-09
76 		 1.050853e-02 		 1.043542e-02 		 1.827728e-05 		 3.655436e-05 		 1.127985e-09
77 		 1.036979e-02 		 1.029859e-02 		 1.779946e-05 		 3.559872e-05 		 1.013852e-09
78 		 1.023466e-02 		 1.016530e-02 		 1.734013e-05 		 3.468008e-05 		 1.013852e-09
79 		 1.010300e-02 		 1.003541e-02 		 1.689836e-05 		 3.379654e-05 		 9.137964e-10
80 		 9.974695e-03 		 9.908803e-03 		 1.647325e-05 		 3.294634e-05 		 9.137964e-10
81 		 9.849605e-03 		 9.785349e-03 		 1.606399e-05 		 3.212782e-05 		 8.257850e-10
82 		 9.727613e-03 		 9.664934e-03 		 1.566979e-05 		 3.133944e-05 		 8.257850e-10
83 		 9.608606e-03 		 9.547447e-03 		 1.528993e-05 		 3.057972e-05 		 7.481191e-10
84 		 9.492476e-03 		 9.432781e-03 		 1.492371e-05 		 2.984729e-05 		 7.481191e-10
85 		 9.379119e-03 		 9.320837e-03 		 1.457050e-05 		 2.914087e-05 		 6.793723e-10
86 		 9.268438e-03 		 9.211519e-03 		 1.422968e-05 		 2.845923e-05 		 6.793723e-10
87 		 9.160338e-03 		 9.104736e-03 		 1.390067e-05 		 2.780123e-05 		 6.183447e-10
88 		 9.054731e-03 		 9.000399e-03 		 1.358295e-05 		 2.716579e-05 		 6.183447e-10
89 		 8.951531e-03 		 8.898427e-03 		 1.327600e-05 		 2.655189e-05 		 5.640175e-10
90 		 8.850657e-03 		 8.798740e-03 		 1.297934e-05 		 2.595857e-05 		 5.640175e-10
91 		 8.752031e-03 		 8.701261e-03 		 1.269251e-05 		 2.538491e-05 		 5.155285e-10
92 		 8.655579e-03 		 8.605919e-03 		 1.241508e-05 		 2.483007e-05 		 5.155285e-10
93 		 8.561230e-03 		 8.512643e-03 		 1.214665e-05 		 2.429321e-05 		 4.721399e-10
94 		 8.468915e-03 		 8.421368e-03 		 1.188683e-05 		 2.377358e-05 		 4.721399e-10
95 		 8.378570e-03 		 8.332029e-03 		 1.163527e-05 		 2.327045e-05 		 4.332217e-10
96 		 8.290132e-03 		 8.244566e-03 		 1.139160e-05 		 2.278312e-05 		 4.332217e-10
97 		 8.203542e-03 		 8.158920e-03 		 1.115551e-05 		 2.231095e-05 		 3.982317e-10
98 		 8.118742e-03 		 8.075035e-03 		 1.092668e-05 		 2.185330e-05 		 3.982317e-10
99 		 8.035677e-03 		 7.992857e-03 		 1.070483e-05 		 2.140958e-05 		 3.667040e-10
