12.000000 			 0.000000
5.090483 			 -9.093227
-6.186453 			 -5.663423
-6.236363 			 5.598588
5.010722 			 9.116828
11.997293 			 0.078917
5.168556 			 -9.064835
-6.132377 			 -5.725339
-6.282121 			 5.530815
4.929254 			 9.135639
11.989158 			 0.157850
5.244955 			 -9.031626
-6.074095 			 -5.784341
-6.323727 			 5.460073
4.846050 			 9.149640
11.975553 			 0.236815
5.319681 			 -8.993552
-6.011552 			 -5.840420
-6.361159 			 5.386311
4.761070 			 9.158783
11.956408 			 0.315830
5.392730 			 -8.950537
-5.944666 			 -5.893552
-6.394374 			 5.309465
4.674264 			 9.162999
11.931624 			 0.394914
5.464091 			 -8.902479
-5.873334 			 -5.943702
-6.423313 			 5.229451
4.585568 			 9.162190
11.901067 			 0.474088
5.533744 			 -8.849247
-5.797426 			 -5.990818
-6.447893 			 5.146166
4.494906 			 9.156233
11.864572 			 0.553377
5.601660 			 -8.790678
-5.716784 			 -6.034835
-6.468010 			 5.059485
4.402185 			 9.144972
11.821933 			 0.632810
5.667805 			 -8.726575
-5.631217 			 -6.075671
-6.483536 			 4.969255
4.307293 			 9.128218
11.772901 			 0.712421
5.732135 			 -8.656698
-5.540495 			 -6.113226
-6.494317 			 4.875295
4.210095 			 9.105748
11.717178 			 0.792252
5.794598 			 -8.580763
-5.444349 			 -6.147384
-6.500170 			 4.777390
4.110432 			 9.077290
11.654410 			 0.872350
5.855131 			 -8.498432
-5.342454 			 -6.178005
-6.500879 			 4.675283
4.008111 			 9.042526
11.584173 			 0.952775
5.913661 			 -8.409302
-5.234431 			 -6.204928
-6.496194 			 4.568667
3.902903 			 9.001080
11.505966 			 1.033601
5.970105 			 -8.312895
-5.119824 			 -6.227962
-6.485819 			 4.457176
3.794528 			 8.952503
11.419188 			 1.114917
6.024363 			 -8.208639
-4.998091 			 -6.246887
-6.469412 			 4.340371
3.682650 			 8.896265
11.323119 			 1.196837
6.076324 			 -8.095850
-4.868580 			 -6.261447
-6.446570 			 4.217717
3.566854 			 8.831730
11.216890 			 1.279500
6.125854 			 -7.973695
-4.730500 			 -6.271340
-6.416825 			 4.088564
3.446628 			 8.758131
11.099436 			 1.363086
6.172800 			 -7.841159
-4.582882 			 -6.276213
-6.379626 			 3.952104
3.321326 			 8.674535
10.969445 			 1.447827
6.216981 			 -7.696984
-4.424524 			 -6.275651
-6.334320 			 3.807327
3.190131 			 8.579792
10.825264 			 1.534025
6.258180 			 -7.539587
-4.253909 			 -6.269159
-6.280139 			 3.652942
3.051974 			 8.472459
10.664780 			 1.622080
6.296134 			 -7.366934
-4.069088 			 -6.256150
-6.216166 			 3.487263
2.905439 			 8.350690
10.485215 			 1.712538
6.330516 			 -7.176351
-3.867488 			 -6.235917
-6.141318 			 3.308035
2.748582 			 8.212064
10.282810 			 1.806160
6.360901 			 -6.964215
-3.645619 			 -6.207611
-6.054320 			 3.112131
2.578643 			 8.053293
10.052267 			 1.904036
6.386716 			 -6.725407
-3.398547 			 -6.170225
-5.953733 			 2.895026
2.391506 			 7.869721
9.785710 			 2.007802
6.407110 			 -6.452323
-3.118936 			 -6.122618
-5.838127 			 2.649782
2.180629 			 7.654336
9.470545 			 2.120024
6.420677 			 -6.132817
-2.795090 			 -6.063750
-5.706823 			 2.364864
1.934638 			 7.395595
9.084367 			 2.244994
6.424626 			 -5.745375
-2.406384 			 -5.993824
-5.563023 			 2.018651
1.630918 			 7.071547
8.580071 			 2.390410
6.411738 			 -5.245203
-1.910336 			 -5.920756
-5.429773 			 1.561834
1.213332 			 6.627694
7.825614 			 2.570436
6.354204 			 -4.509163
-1.192713 			 -5.913589
-5.472975 			 0.831508
0.470302 			 5.868718
6.264461 			 2.817389
6.105081 			 -3.027944
0.208574 			 -5.982892
-5.860702 			 -0.684432
-1.160290 			 6.292846
6.724989 			 4.595183
8.030076 			 -2.876740
0.971509 			 -7.058847
-6.087618 			 -1.514930
-2.058351 			 6.566009
7.044401 			 5.594855
9.131360 			 -2.850034
1.344333 			 -7.826204
-6.521048 			 -2.017565
-2.690796 			 6.899433
7.277819 			 6.301349
9.911901 			 -2.839034
1.599750 			 -8.423706
-6.935511 			 -2.397864
-3.195977 			 7.201700
7.467890 			 6.866714
10.537451 			 -2.833597
1.800695 			 -8.924515
-7.311580 			 -2.712625
-3.624555 			 7.470354
7.629129 			 7.346275
11.067996 			 -2.829224
1.970681 			 -9.359664
-7.651333 			 -2.985770
-4.000860 			 7.709922
7.768512 			 7.766605
11.532350 			 -2.823783
2.120947 			 -9.745838
-7.959325 			 -3.229783
-4.338618 			 7.924740
